_id,ICO,URI,Nazov,Dátum poslednej aktualizácie: 30.6.2019
385,50086821,ico://sk/50086821,Úrad vládneho auditu,
386,35552832,ico://sk/35552832,Materská škola Havanská 26 Košice,
387,320242,ico://sk/00320242,Obec Sielnica,
388,332194,ico://sk/00332194,Obec Zemplínska Teplica,
389,48485357,ico://sk/48485357_00478,"Správca - Kresl Eva, JUDr.",
390,326984,ico://sk/00326984,Obec Drienov,
391,42165997,ico://sk/42165997,"Súkromná materská škola BESST, Limbová 3, Trnava",
392,316181,ico://sk/00316181_42,Materská škola,
393,48485357,ico://sk/48485357_00477,"Správca - Demčák Stanislav, JUDr.",
394,35647311,ico://sk/35647311,"JUDr. Štefan Demian, notár",
395,30807484,ico://sk/30807484,Sociálna poisťovňa,
396,37798383,ico://sk/37798383,Základná škola Ulica Mieru Bytča,
397,37904973,ico://sk/37904973,Materská škola Petzvalova 8 Žilina,
398,699128,ico://sk/00699128,Obec Belince,
399,36080861,ico://sk/36080861,"Základná škola s materskou školou, Horné Otrokovce 137",
400,36064386,ico://sk/36064386,"Stredná odborná škola, Kysucká 14, Senec",
401,319236,ico://sk/00319236,Obec Bušince,
402,181935,ico://sk/00181935,Spojená škola Senica,
403,37869051,ico://sk/37869051,Obec Dolné Lefantovce,
404,308528,ico://sk/00308528,Obec Tesárske Mlyňany,
405,691224,ico://sk/00691224_001,Materská škola Beniakovce,
406,31769161,ico://sk/31769161,"Materská škola pri zdravotníckom zariadení Limbová 1, Bratislava",
407,318388,ico://sk/00318388,Obec Opatovce nad Nitrou,
408,331350,ico://sk/00331350,Obec Boťany,
409,312347,ico://sk/00312347,Obec Cífer,
410,311081,ico://sk/00311081,Obec Solčany,
411,48485357,ico://sk/48485357_00617,Správca - RECOVER GROUP k.s.,
412,311766,ico://sk/00311766,Obec Melčice- Lieskové,
413,35541296,ico://sk/35541296,"Základná Škola s VJM, Veľké Trakany",
414,34071890,ico://sk/34071890,"JUDr. Rudolf Varga, exekútor",
415,321397,ico://sk/00321397,Obec Kotrčiná Lúčka,
416,48485357,ico://sk/48485357_00019,"Správca - Súkeník Ján, JUDr.",
417,314803,ico://sk/00314803,Obec Pokryváč,
418,327000,ico://sk/00327000,Obec Dulova Ves,
419,37847074,ico://sk/37847074,Súkromná základná umelecká škola pri Štúdiu baletu Dušana Nebylu,
420,48485357,ico://sk/48485357_00112,"Správca - Frajt Peter, JUDr.",
421,800180,ico://sk/00800180,Obec Bellova Ves,
422,315354,ico://sk/00315354,Obec Lazisko,
423,31948405,ico://sk/31948405,"JUDr. Viera Čopáková, notár",
424,37891839,ico://sk/37891839,Základná škola s materskou školou Vlkanová,
425,36088242,ico://sk/36088242,Galantská knižnica,
426,35626526,ico://sk/35626526,Obec Práznovce,
427,42102553,ico://sk/42102553,"Súkromná spojená škola EDURAM, Maurerova 55, Krompachy",
428,316504,ico://sk/00316504_10001,Obec Uhorské - Matričný úrad,
429,649112,ico://sk/00649112,Obec Ďubákovo,
430,165182,ico://sk/00165182_10001,cepmk,
431,323934,ico://sk/00323934_10002,Základná škola Bačkovík,
432,37876147,ico://sk/37876147,Základná škola s materskou školou Nižné Ružbachy 45,
433,692492,ico://sk/00692492,Obec Ďurďové,
434,43249981,ico://sk/43249981,"JUDr. Martin Závodský, exekútor",
435,37982541,ico://sk/37982541,Spojená škola Malé Tatry Ružomberok,
436,17050090,ico://sk/17050090,Gymnázium Ladislava Dúbravu Dunajská Streda,
437,37888927,ico://sk/37888927,Základná umelecká škola Očová,
438,17053722,ico://sk/17053722,Stredná odborná škola strojnícka Kysucké Nové Mesto,
439,31201741,ico://sk/31201741,"Základná škola, Školská 56/9, Oslany",
440,699438,ico://sk/00699438,Národný ústav celoživotného vzdelávania,
441,45025622,ico://sk/45025622,Zahorka Čierny Balog,
442,31946801,ico://sk/31946801,Obec Tatranská Javorina,
443,161501,ico://sk/00161501,Spojená škola Kysucké Nové Mesto,
444,649937,ico://sk/00649937,"Obec Lipovec, okres Rimavská Sobota",
445,323837,ico://sk/00323837,Obec Zbudská Belá,
446,308595,ico://sk/00308595,Obec Veľké Zálužie,
447,37888421,ico://sk/37888421,Základná škola M. Rázusa Zvolen,
448,311146,ico://sk/00311146,Obec Tesáre,
449,37873814,ico://sk/37873814,"Základná škola, Palešovo námestie 9, 053 04 Spišské Podhradie",
450,307637,ico://sk/00307637,Obec Veľké Ludince,
451,320510,ico://sk/00320510,Obec Banský Studenec,
452,31197566,ico://sk/31197566,Obec Štefanovičová,
453,328537,ico://sk/00328537,Obec Muráň,
454,692417,ico://sk/00692417,Obec Sádočné,
455,35541326,ico://sk/35541326,"Základná škola s vyučovacím jazykom maďarským-Alapiskola Hlavná 137, Biel",
456,309532,ico://sk/00309532,Obec Hlboké,
457,699080,ico://sk/00699080,Obec Nová Ves nad Váhom,
458,158623,ico://sk/00158623_0,"Hotelová akadémia, Hlinská 31, Žilina",
459,37975684,ico://sk/37975684,Základná škola s materskou školou Valaská Dubová,
460,800074,ico://sk/00800074,Obec Šípkov,
461,37873938,ico://sk/37873938,"Základná škola, Toplianska 144, Raslavice",
462,313548,ico://sk/00313548,Obec Králiky,
463,37990411,ico://sk/37990411,"Materská škola, Lúčky 14, Holíč",
464,42292549,ico://sk/42292549,"JUDr. Barbora Vatrtová, exekútor",
465,316601,ico://sk/00316601_10001,Materská škola Bystrička,
466,37831534,ico://sk/37831534,"Základná škola, Slobody 2, Poltár",
467,48485357,ico://sk/48485357_00451,"Správca - Sušina Kristián, Ing., PhD.",
468,27987,ico://sk/00027987,Spojená škola,
591,318361,ico://sk/00318361,Mesto Nováky,
469,42218985,ico://sk/42218985,"Základná škola s materskou školou, Stankovany",
470,319457,ico://sk/00319457,Mesto Modrý Kameň,
471,42355451,ico://sk/42355451,"Materská škola, Gen. Pekníka 2, Pezinok",
472,323128,ico://sk/00323128,Obec Karná,
473,37861255,ico://sk/37861255,"Základná škola, Starohorská 8, Dulovce",
474,36067211,ico://sk/36067211,"Základná umelecká škola Eugena Suchoňa, Batkova 2, Bratislava",
475,48485357,ico://sk/48485357_00371,"Správca - Fardous Fadi, JUDr.",
476,314561,ico://sk/00314561,Obec Kraľovany,
477,321583,ico://sk/00321583,Obec Rajecká Lesná,
478,37801279,ico://sk/37801279_151,Katolícka univerzita v Ružomberku - Teologická fakulta,
479,648515,ico://sk/00648515,Domov dôchodcov a domov sociálnych služieb Zvolen,
480,35546832,ico://sk/35546832,"Základná škola, Postupimská 37, Košice",
481,332089,ico://sk/00332089_10001,Obec Veľký Horeš - matričný úrad,
482,322288,ico://sk/00322288,"Obec Lipová, okres Bardejov",
483,322709,ico://sk/00322709,Obec Vyšná Polianka,
484,31782949,ico://sk/31782949,"JUDr. Tatjana Šúrková, notár",
485,306665,ico://sk/00306665_710004753,Materská škola s vyučovacím jazykom maďarským-Óvoda,
486,51076438,ico://sk/51076438,"Súkromná spojená škola, ul. Biela voda 2, Kežmarok",
487,48485357,ico://sk/48485357_00455,"Správca - Šperka Miroslav, Ing. Mgr., LL.M",
488,50349287,ico://sk/50349287_10001,UPPVII – IOM,
489,37864050,ico://sk/37864050,Základná škola Sándora Petofiho s VJM Kamenín,
490,88714,ico://sk/00088714,Spojená škola Opatovská cesta Košice,
491,37876074,ico://sk/37876074,Základná škola s materskou školou Čirč,
492,35673109,ico://sk/35673109,Odborné učilište internátne Valaská,
493,17080720,ico://sk/17080720,"Základná škola, Moskovská 1, Michalovce",
494,35543825,ico://sk/35543825,"Základná škola s materskou školou, Pavlovce nad Uhom",
495,312614,ico://sk/00312614,Obec Jaslovské Bohunice,
496,516902,ico://sk/00516902,Mestské kultúrne stredisko Sliač,
497,35543019,ico://sk/35543019,"Základná škola, Bernolákova 16, Košice",
498,893293,ico://sk/00893293,Stredná odborná škola stavebná Nábrežie mládeže 1 Nitra,
499,3084180,ico://sk/03084180,Odborné učilište,
500,17335680,ico://sk/17335680,Regionálny úrad verejného zdravotníctva Michalovce,
501,331023,ico://sk/00331023,Mesto Svidník,
502,315052,ico://sk/00315052,Obec Žaškov,
503,35544252,ico://sk/35544252,Základná umelecká škola Moldava nad Bodvou,
504,31965458,ico://sk/31965458,Základná škola pri zdravotníckom zariadení Hraň,
505,305553,ico://sk/00305553_10001,Obec Lehnice - matričný úrad,
506,313521,ico://sk/00313521,Obec Jasenie,
507,48485357,ico://sk/48485357_00599,"Správca - Vašek Alexej, Mgr.",
508,331724,ico://sk/00331724,Obec Malý Horeš,
509,31745041,ico://sk/31745041,"Základná škola, Podzáhradná 51, Bratislava",
510,37865111,ico://sk/37865111,Základná škola Robotnícka Zlaté Moravce,
511,48485357,ico://sk/48485357_00511,"Správca - Kubíková Katarína, Mgr.",
512,313475,ico://sk/00313475,Obec Hrochoť,
513,42128790,ico://sk/42128790,Stredná odborná škola Ivánska cesta Bratislava,
514,327174,ico://sk/00327174,Obec Jakubova Voľa,
515,397440,ico://sk/00397440,Technická univerzita vo Zvolene,
516,37796046,ico://sk/37796046,"Cirkevná spojená škola Švermova 10, Snina",
517,36075604,ico://sk/36075604,"Súkromné liečebno-výchovné sanatórium Dialničná 1, Senec",
518,738352,ico://sk/00738352,Ústav na výkon väzby a Ústav na výkon trestu odňatia slobody Žilina,
519,37876597,ico://sk/37876597,"Materská škola, Vsetínska 36, Stará Ľubovňa",
520,35543671,ico://sk/35543671,Základná škola Rejdová,
521,649406,ico://sk/00649406,Obec Slovenské Kľačany,
522,42121191,ico://sk/42121191,"JUDr. Zuzana Jánska, notár",
523,311332,ico://sk/00311332,Obec Vysočany,
524,37984756,ico://sk/37984756,"Základná škola s materskou školou, Dubovany",
525,52108163,ico://sk/52108163,"Súkromná spojená škola, Rovná 597/15, Poprad",
526,36165794,ico://sk/36165794,Regionálna veterinárna a potravinová správa Bardejov,
527,17054281,ico://sk/17054281,"Stredná odborná škola gastronómie a hotelových služieb, Farského 9, Bratislava",
528,330299,ico://sk/00330299,Obec Belejovce,
529,37836803,ico://sk/37836803,"Základná škola s materskou školou, Sokolovce",
530,311570,ico://sk/00311570,Obec Horňany,
531,48485357,ico://sk/48485357_00117,"Správca - Burdová Melánia, JUDr.",
532,42433495,ico://sk/42433495,"Súkromná základná umelecká škola, Ružová 1637, Žilina",
533,160911,ico://sk/00160911,"Gymnázium Leonarda Stöckela, Jiráskova 12, Bardejov """,
534,36102806,ico://sk/36102806,Tekovská hvezdáreň v Leviciach,
535,306991,ico://sk/00306991_10001,"Materská škola, Horné Semerovce",
536,330787,ico://sk/00330787,Obec Mlynárovce,
537,17055202,ico://sk/17055202,"Dopravná akadémia, Školská 66, Trenčín",
538,37812700,ico://sk/37812700,Základná škola Dolná Tižina,
539,37838741,ico://sk/37838741,Základná škola s materskou školou Rakovice,
540,35542675,ico://sk/35542675,"Materská škola, Nešporova 28, Košice",
541,321567,ico://sk/00321567,Obec Predmier,
542,42399696,ico://sk/42399696,"Základná umelecká škola Školská 694, Kúty",
543,37922386,ico://sk/37922386,"Základná škola s materskou školou Dohňany 468, Dohňany",
544,151866,ico://sk/00151866_10011,"Okresný úrad Banská Bystrica, Katastrálny odbor",
545,315770,ico://sk/00315770,Obec Štiavnička,
546,99900212,ico://sk/99900212,Test_OVM_03_09_18,
547,151866,ico://sk/00151866_10001,Okresný úrad Galanta,
548,48485357,ico://sk/48485357_00234,"Správca - Vajdová Jana, Ing.",
549,329681,ico://sk/00329681,Obec Švedlár,
550,313726,ico://sk/00313726,Obec Polomka,
761,328952,ico://sk/00328952,Obec Betlanovce,
551,328308,ico://sk/00328308,"Obec Hrušov, okres Rožňava",
552,165387,ico://sk/00165387,"Národné centrum zdravotníckych informácií, Bratislava",
553,31783554,ico://sk/31783554,"JUDr. Ľubomír Vlha, notár",
554,331481,ico://sk/00331481,Obec Dargov,
555,308072,ico://sk/00308072,Obec Jelenec,
556,36145220,ico://sk/36145220,Liptovská knižnica Gašpara Fejérpataky - Belopotockého Liptovský Mikuláš,
557,31942806,ico://sk/31942806,"Cirkevná základná škola sv. Juraja, Sov. hrdinov 819/111, Svidník",
558,331155,ico://sk/00331155,Obec Veľkrop,
559,37795988,ico://sk/37795988,"Cirkevná základná škola sv. Martina, Radatice 199",
560,316962,ico://sk/00316962,Mesto Turany,
561,37812653,ico://sk/37812653,Základná škola s materskou školou Čierne,
562,30794536,ico://sk/30794536_0012,"Ústredie práce, sociálnych vecí a rodiny, Úrad práce, sociálnych vecí a rodiny Prievidza",
563,37827464,ico://sk/37827464,"Domov dôchodcov a domov sociálnych služieb ""Bukovec"" Sebedín - Bečov",
564,151866,ico://sk/00151866_10310,Okresný úrad Žarnovica,
565,330183,ico://sk/00330183,Obec Stráňany,
566,322091,ico://sk/00322091,Obec Jedlinka,
567,35545798,ico://sk/35545798,"Základná škola s materskou školou, Zalužice 450",
568,42196817,ico://sk/42196817,"Materská škola, Ul. Mierová 2, Banská Štiavnica",
569,893137,ico://sk/00893137,Stredná odborná škola strojnícka Skalica,
570,305332,ico://sk/00305332,Mesto Veľký Meder,
571,51284022,ico://sk/51284022,Základná škola s materskou školou Stará Kremnička 33,
572,160687,ico://sk/00160687,Gymnázium B. S. Timravy Lučenec,
573,315877,ico://sk/00315877,Obec Vlachy,
574,37791851,ico://sk/37791851,"Základná škola, Francisciho 11, Levoča",
575,327654,ico://sk/00327654,Obec Pušovce,
576,35986867,ico://sk/35986867,Úsek služieb Beňuš,
577,42007453,ico://sk/42007453,"Súkromná základná škola, Mládežnícka 51, Banská Bystrica",
578,37910159,ico://sk/37910159,"Základná škola s materskou školou, Lomná 36",
579,48485357,ico://sk/48485357_00566,"Správca - Konkurz & reštrukturalizácia, k. s.",
580,42083923,ico://sk/42083923,"Súkromné centrum Špecialno-pedagogického poradenstva, Budovateľská 1992/9 Snina",
581,37861298,ico://sk/37861298,Nitriansky samosprávny kraj,
582,48485357,ico://sk/48485357_00222,"Správca - Polomský Ján, JUDr.",
583,326011,ico://sk/00326011,Obec Vyšné Nemecké,
584,42337283,ico://sk/42337283,"Základná umelecká škola - Művészeti Alapiskola Nám. Bélu Bartóka 1, Šahy",
585,37813358,ico://sk/37813358,"ZUŠ L. Árvaya, Dolný Val 12, Žilina",
586,330833,ico://sk/00330833,Obec Nižný Mirošov,
587,37842382,ico://sk/37842382,"Materská škola Lazová 5, Pata",
588,37863681,ico://sk/37863681,"Základná škola s VJM - Alapiskola, Diakovce",
589,314391,ico://sk/00314391,Obec Beňadovo,
590,37874454,ico://sk/37874454,Základná škola s materskou školou Gaboltov 50,
592,36145190,ico://sk/36145190,Považská galéria umenia Žilina,
593,31958095,ico://sk/31958095,"JUDr. Peter Hodermarský, exekútor",
594,800228,ico://sk/00800228,Obec Povoda,
595,36158089,ico://sk/36158089,"Základná škola, Komenského 13, Sabinov",
596,35594233,ico://sk/35594233,Obec Banka,
597,161047,ico://sk/00161047,"Gymnázium, Komenského 13, Lipany",
598,490873,ico://sk/00490873,"Domov jesene života, zariadenie pre seniorov",
599,110017,ico://sk/00110017_10001,Test_OVM_21_7,
600,36065030,ico://sk/36065030,"Materská škola, Školská 2, Zohor",
601,17066867,ico://sk/17066867,Základná škola Milana Mravca Raková,
602,35657723,ico://sk/35657723,"JUDr. Peter Kohút, exekútor",
603,324175,ico://sk/00324175,"Obec Haniska, okres Košice-okolie",
604,319716,ico://sk/00319716,Obec Želovce,
605,37810928,ico://sk/37810928,"Základná škola, Pionierska 95, Rajecké Teplice",
606,30778981,ico://sk/30778981_10001,Slovenská komora architektov,
607,306991,ico://sk/00306991_10002,"Základná škola - Alapiskola, Horné Semerovce",
608,36131415,ico://sk/36131415,Základná škola s materskou školou Liešťany 192,
609,332275,ico://sk/00332275_10001,Obec Bystré - matričný úrad,
610,37838539,ico://sk/37838539,"Základná umelecká škola Dr. Janka Blaha, Kráľovská 16, Skalica",
611,324655,ico://sk/00324655_10001,Obec Rozhanovce- matričný úrad,
612,319252,ico://sk/00319252,Obec Čeláre,
613,48485357,ico://sk/48485357_00500,"Správca - Jakab Štefan, Mgr.",
614,42248795,ico://sk/42248795,"Základná škola s materskou školou, Maurerova 14, Krompachy",
615,42349834,ico://sk/42349834,"JUDr. Ľudmila Chodelková, notár",
616,37860615,ico://sk/37860615,"Základná škola s materskou školou, Šalgovce",
617,649643,ico://sk/00649643,Obec Dolné Zahorany,
618,30794536,ico://sk/30794536_0041,"Ústredie práce, sociálnych vecí a rodiny, Úrad práce, sociálnych vecí a rodiny Kežmarok",
619,36078506,ico://sk/36078506,Základná škola Arpáda Felcána Hlohovec,
620,37812459,ico://sk/37812459,Základná umelecká škola Jozefa Potočára,
621,325261,ico://sk/00325261,Obec Jenkovce,
622,309257,ico://sk/00309257,Obec Semerovo,
623,37836382,ico://sk/37836382,"Základná škola s VJM Lászlóa Batthyánya - Strattmanna, Horný Bar",
624,652113,ico://sk/00652113,Obec Lutila,
625,321648,ico://sk/00321648_10001,Obec Strečno - Matričný úrad,
626,48485357,ico://sk/48485357_00427,"Správca - Zselinszky Ladislav, Mgr.",
627,632732,ico://sk/00632732_10001,Základná škola,
628,17335515,ico://sk/17335515,Regionálny úrad verejného zdravotníctva so sídlom vo Veľkom Krtíši,
629,35541067,ico://sk/35541067,"Základná škola Pribinova 34, Trebišov",
630,151866,ico://sk/00151866_10174,Okresný úrad Ilava,
631,37833847,ico://sk/37833847,Základná škola J.A. Komenského Revúca,
632,316938,ico://sk/00316938,Obec Sučany,
633,332003,ico://sk/00332003,Obec Veľká Tŕňa,
634,30232295,ico://sk/30232295_71402,Ekonomická fakulta Univerzity Mateja Bela v Banskej Bystrici,
635,37865269,ico://sk/37865269,"Základná škola s materskou školou, Čeľadice",
636,42401399,ico://sk/42401399,"JUDr. Lucia Gulašová, notár",
637,397474,ico://sk/00397474,Univerzita veterinárskeho lekárstva a farmácie v Košiciach,
638,35553863,ico://sk/35553863,"Základná škola s materskou školou, Rakovec nad Ondavou",
639,48485357,ico://sk/48485357_00219,"Správca - Letkovský Marek, Mgr.",
640,322377,ico://sk/00322377,Obec Marhaň,
641,39501,ico://sk/00039501,Okresný súd Bratislava III,
642,315745,ico://sk/00315745,Obec Liptovské Sliače,
643,651842,ico://sk/00651842,Obec Pravica,
644,649481,ico://sk/00649481,Obec Dulovo,
645,17316219,ico://sk/17316219,Geodetický a kartografický ústav Bratislava,
646,586951,ico://sk/00586951,Parazitologický ústav Slovenskej akadémie vied,
647,692522,ico://sk/00692522,Obec Bodiná,
648,618462,ico://sk/00618462,"Stredná zdravotnícka škola Milosrdného Samaritána Sovietskych hrdinov 80, Svidník",
649,48485357,ico://sk/48485357_00426,"Správca - Martonová Monika, Mgr.",
